;;Consumption_1;Consumption_2;Consumption_3;Consumption_Flag1;Consumption_Flag2;Consumption_Par1;Consumption_Par10;Consumption_Par11;Consumption_Par12;Consumption_Par13;Consumption_Par14
18.10.2022 19:00;18.10.2022 20:00;34,950;437,609;60,002;34.137,356;0,000;34.940,630;31.446,568;27.952,505;35.290,037;32.494,785;34.591,225
18.10.2022 20:00;18.10.2022 21:00;31,800;434,646;55,868;30.628,128;0,000;31.607,723;29.711,260;27.498,718;32.239,876;26.550,489;33.504,186
18.10.2022 21:00;18.10.2022 22:00;32,250;437,609;58,544;24.930,463;0,000;28.180,396;28.180,395;23.107,925;25.362,357;29.025,807;28.180,395
18.10.2022 22:00;18.10.2022 23:00;33,200;439,538;56,119;20.927,683;0,000;22.945,883;19.733,460;19.504,001;21.798,590;20.192,378;18.586,165
18.10.2022 23:00;19.10.2022 00:00;30,050;435,409;55,082;17.620,527;0,000;22.044,971;20.942,722;20.722,273;23.808,568;22.926,770;17.856,427
19.10.2022 00:00;19.10.2022 01:00;33,550;439,723;58,958;17.452,433;0,000;20.710,592;16.982,686;19.467,957;16.568,474;20.917,698;17.811,110
19.10.2022 01:00;19.10.2022 02:00;34,100;436,727;58,814;17.727,106;0,000;18.282,173;15.539,848;18.647,816;17.002,421;19.379,103;19.013,460
19.10.2022 02:00;19.10.2022 03:00;75,650;481,055;101,044;17.550,072;0,000;18.891,961;16.813,845;17.002,766;17.002,765;17.758,443;19.836,558
19.10.2022 03:00;19.10.2022 04:00;182,850;588,693;210,365;20.567,179;0,000;21.290,339;17.670,982;22.354,854;20.651,628;17.458,079;19.587,111
19.10.2022 04:00;19.10.2022 05:00;198,850;600,600;225,129;27.998,358;0,000;24.306,730;25.035,930;21.389,923;23.334,460;25.522,065;19.445,385
19.10.2022 05:00;19.10.2022 06:00;185,000;591,001;208,353;39.205,209;0,000;30.113,837;24.392,209;29.210,422;26.199,038;27.102,455;27.704,730
19.10.2022 06:00;19.10.2022 07:00;176,250;582,138;202,259;43.533,803;0,000;38.377,257;35.307,076;39.528,573;34.923,305;41.831,208;36.458,395
19.10.2022 07:00;19.10.2022 08:00;163,950;567,568;186,804;42.222,670;0,000;39.233,462;36.879,453;34.133,113;41.195,135;35.310,117;40.018,131
19.10.2022 08:00;19.10.2022 09:00;172,300;577,693;197,114;35.694,549;0,000;37.617,972;32.351,456;37.617,971;39.875,050;39.122,691;37.617,971
19.10.2022 09:00;19.10.2022 10:00;164,050;568,325;189,503;32.439,609;0,000;35.636,968;28.509,574;31.716,903;37.062,445;34.924,228;29.935,054
19.10.2022 10:00;19.10.2022 11:00;156,950;562,175;183,523;29.452,187;0,000;31.875,242;25.818,948;32.831,498;28.687,720;27.731,462;30.918,985
19.10.2022 11:00;19.10.2022 12:00;143,850;548,033;171,075;26.609,256;0,000;29.186,456;29.478,321;24.224,760;30.937,642;28.894,592;27.435,269
19.10.2022 12:00;19.10.2022 13:00;125,850;530,491;151,621;25.717,286;0,000;26.384,297;26.120,454;27.175,824;22.162,811;27.967,354;26.648,138
19.10.2022 13:00;19.10.2022 14:00;103,600;508,689;128,915;24.984,111;0,000;25.971,215;27.789,199;21.296,398;27.529,487;24.672,654;21.036,685
19.10.2022 14:00;19.10.2022 15:00;92,650;497,094;120,290;24.515,237;0,006;27.022,338;24.590,327;28.373,454;22.968,989;22.968,987;22.428,542
19.10.2022 15:00;19.10.2022 16:00;90,600;493,743;113,547;26.502,321;21.731,904;25.984,091;21.826,639;23.905,363;27.543,137;21.047,114;28.322,658
19.10.2022 16:00;19.10.2022 17:00;58,350;463,550;85,303;29.376,369;28.201,314;29.512,632;31.578,515;23.905,234;31.873,642;23.610,108;26.856,495
19.10.2022 17:00;19.10.2022 18:00;40,350;447,709;62,141;34.355,880;32.294,528;35.491,407;31.942,268;34.781,579;34.781,578;37.265,977;30.522,612
19.10.2022 18:00;19.10.2022 19:00;34,200;439,416;60,933;36.356,553;36.356,551;36.185,241;39.441,912;35.461,535;32.928,570;37.632,650;37.632,649
19.10.2022 19:00;19.10.2022 20:00;34,950;437,609;60,002;34.267,183;28.099,091;35.155,576;37.968,021;30.585,352;36.913,354;35.858,687;30.585,351
19.10.2022 20:00;19.10.2022 21:00;31,800;434,646;55,868;33.462,834;30.451,180;31.381,690;29.184,971;31.695,507;32.636,957;29.812,606;28.243,521
19.10.2022 21:00;19.10.2022 22:00;32,250;437,609;58,544;27.035,570;29.468,770;26.955,457;23.990,357;29.651,002;25.877,238;26.416,348;24.529,466
19.10.2022 22:00;19.10.2022 23:00;33,200;439,538;56,119;23.020,631;22.560,218;22.998,814;21.618,885;24.378,743;20.928,921;22.538,837;19.778,981
19.10.2022 23:00;20.10.2022 00:00;30,050;435,409;55,082;19.612,260;19.023,892;19.617,625;16.086,454;19.421,449;16.871,157;17.067,335;21.383,211
20.10.2022 00:00;20.10.2022 01:00;33,550;439,723;58,958;19.277,503;16.385,878;20.001,022;19.801,011;18.600,950;16.000,818;20.601,052;19.801,011
20.10.2022 01:00;20.10.2022 02:00;34,100;436,727;58,814;17.775,031;16.886,279;18.035,039;15.149,434;17.493,988;16.952,938;17.133,287;14.788,733
20.10.2022 02:00;20.10.2022 03:00;75,650;481,055;101,044;20.112,609;17.296,844;17.961,007;18.320,226;17.781,396;19.038,668;16.164,906;18.679,447
20.10.2022 03:00;20.10.2022 04:00;182,850;588,693;210,365;22.680,154;21.546,147;19.791,801;16.427,196;16.427,194;20.979,307;18.010,539;19.791,800
20.10.2022 04:00;20.10.2022 05:00;198,850;600,600;225,129;29.239,034;30.408,594;25.369,655;27.399,226;20.295,724;22.325,296;23.847,475;24.862,263
20.10.2022 05:00;20.10.2022 06:00;185,000;591,001;208,353;41.774,542;36.343,853;31.161,382;28.356,859;24.929,107;25.240,722;25.863,948;32.407,837
20.10.2022 06:00;20.10.2022 07:00;176,250;582,138;202,259;47.305,542;47.778,595;35.392,340;38.931,571;33.976,648;38.577,649;31.499,184;35.392,340
20.10.2022 07:00;20.10.2022 08:00;163,950;567,568;186,804;43.077,087;34.892,442;39.277,810;34.564,472;43.205,591;37.706,699;38.885,033;39.277,811
20.10.2022 08:00;20.10.2022 09:00;172,300;577,693;197,114;37.213,831;36.097,416;36.965,983;31.421,086;40.662,579;40.662,579;40.662,580;40.662,581
20.10.2022 09:00;20.10.2022 10:00;164,050;568,325;189,503;33.167,777;29.519,323;36.932,364;33.608,450;30.284,539;31.761,835;33.608,453;38.778,981
20.10.2022 10:00;20.10.2022 11:00;156,950;562,175;183,523;31.005,446;32.865,772;35.075,821;28.762,176;29.112,932;38.232,644;38.583,402;30.866,722
20.10.2022 11:00;20.10.2022 12:00;143,850;548,033;171,075;28.606,712;24.887,840;34.056,528;36.440,483;30.310,310;33.715,964;32.013,138;27.245,224
20.10.2022 12:00;20.10.2022 13:00;125,850;530,491;151,621;27.237,283;28.599,147;31.443,206;25.154,565;27.041,157;33.015,365;32.700,934;28.298,886
20.10.2022 13:00;20.10.2022 14:00;103,600;508,689;128,915;25.353,560;25.860,630;28.826,665;26.232,265;26.808,797;28.538,398;30.844,529;28.250,130
20.10.2022 14:00;20.10.2022 15:00;92,650;497,094;120,290;26.328,861;22.116,244;29.026,232;27.284,658;24.672,298;30.477,541;24.091,774;24.091,772
20.10.2022 15:00;20.10.2022 16:00;90,600;493,743;113,547;26.162,200;23.807,602;31.481,477;29.592,589;29.592,588;25.185,185;31.166,660;25.185,183
20.10.2022 16:00;20.10.2022 17:00;58,350;463,550;85,303;31.696,063;29.477,338;39.551,770;39.551,767;35.201,076;43.111,428;33.223,490;38.760,735
20.10.2022 17:00;20.10.2022 18:00;40,350;447,709;62,141;35.032,188;29.076,716;49.022,245;39.217,797;44.610,243;49.022,243;52.944,024;50.002,688
20.10.2022 18:00;20.10.2022 19:00;34,200;439,416;60,933;33.256,116;28.267,700;42.142,558;39.192,579;40.878,281;36.242,602;44.249,687;36.664,028
20.10.2022 19:00;20.10.2022 20:00;34,950;437,609;60,002;32.899,544;32.899,545;40.460,904;36.819,423;38.842,467;41.674,729;44.506,994;44.102,385
20.10.2022 20:00;20.10.2022 21:00;31,800;434,646;55,868;36.698,819;40.001,712;36.805,399;33.860,969;34.229,020;30.548,483;39.749,829;37.909,561
20.10.2022 21:00;20.10.2022 22:00;32,250;437,609;58,544;26.872,483;26.335,033;33.545,808;35.558,556;27.843,021;34.887,640;29.520,311;32.539,434
20.10.2022 22:00;20.10.2022 23:00;33,200;439,538;56,119;21.972,012;19.774,810;26.760,897;25.958,071;21.676,328;27.563,723;21.408,720;28.098,942
20.10.2022 23:00;21.10.2022 00:00;30,050;435,409;55,082;20.357,595;17.507,532;22.474,862;24.272,851;22.025,365;18.654,137;24.722,349;23.823,353
21.10.2022 00:00;21.10.2022 01:00;33,550;439,723;58,958;17.527,896;15.249,270;20.734,197;20.319,512;20.734,197;22.807,617;22.392,932;17.624,069
21.10.2022 01:00;21.10.2022 02:00;34,100;436,727;58,814;16.362,327;15.707,833;20.291,789;16.233,433;18.262,610;20.494,706;17.248,021;22.118,049
21.10.2022 02:00;21.10.2022 03:00;75,650;481,055;101,044;17.305,442;14.709,626;22.127,947;23.013,064;18.144,917;17.923,638;19.915,153;18.808,754
21.10.2022 03:00;21.10.2022 04:00;182,850;588,693;210,365;20.690,924;20.070,196;24.651,502;22.925,898;21.939,838;22.925,896;24.898,017;19.967,718
21.10.2022 04:00;21.10.2022 05:00;198,850;600,600;225,129;26.601,748;25.537,678;33.743,235;36.780,122;34.080,668;27.332,021;33.405,801;33.743,233
21.10.2022 05:00;21.10.2022 06:00;185,000;591,001;208,353;35.055,795;34.354,680;48.305,881;39.610,824;52.653,408;41.059,999;42.509,176;42.509,175
21.10.2022 06:00;21.10.2022 07:00;176,250;582,138;202,259;41.946,568;42.366,034;50.212,851;45.693,697;46.697,953;42.178,795;45.693,695;41.676,669
21.10.2022 07:00;21.10.2022 08:00;163,950;567,568;186,804;39.811,418;41.801,986;49.150,283;52.590,803;50.133,286;40.303,232;45.218,259;49.641,783
21.10.2022 08:00;21.10.2022 09:00;172,300;577,693;197,114;36.482,086;29.550,492;45.118,534;49.630,387;38.350,754;36.546,016;37.448,386;36.997,200
21.10.2022 09:00;21.10.2022 10:00;164,050;568,325;189,503;32.366,649;32.042,982;42.978,736;42.978,736;36.531,925;46.846,820;45.987,246;40.400,013
21.10.2022 10:00;21.10.2022 11:00;156,950;562,175;183,523;29.510,127;29.215,024;42.611,075;43.037,187;34.941,083;37.071,638;39.628,299;44.741,630
21.10.2022 11:00;21.10.2022 12:00;143,850;548,033;171,075;27.779,833;23.057,263;42.044,206;44.566,857;39.521,556;44.987,299;34.476,250;46.248,623
21.10.2022 12:00;21.10.2022 13:00;125,850;530,491;151,621;26.721,914;27.790,790;43.406,480;38.631,769;47.313,063;39.065,834;38.197,702;35.159,250
21.10.2022 13:00;21.10.2022 14:00;103,600;508,689;128,915;23.958,023;23.478,863;40.470,203;39.660,801;41.684,309;42.493,712;33.185,568;35.613,780
21.10.2022 14:00;21.10.2022 15:00;92,650;497,094;120,290;25.324,948;24.311,951;40.009,913;43.210,704;40.009,915;36.409,023;36.409,022;40.009,914
21.10.2022 15:00;21.10.2022 16:00;90,600;493,743;113,547;26.988,720;29.687,591;43.160,779;37.981,486;47.476,854;44.023,993;43.160,778;44.887,207
21.10.2022 16:00;21.10.2022 17:00;58,350;463,550;85,303;30.995,076;28.205,521;46.233,678;43.459,658;40.685,637;42.534,984;42.534,985;37.449,282
21.10.2022 17:00;21.10.2022 18:00;40,350;447,709;62,141;35.582,965;37.006,281;50.263,995;50.766,634;45.740,235;46.745,514;52.274,556;52.777,196
21.10.2022 18:00;21.10.2022 19:00;34,200;439,416;60,933;36.151,980;31.452,222;51.462,111;48.374,383;45.286,659;42.198,934;56.093,700;56.093,697
21.10.2022 19:00;21.10.2022 20:00;34,950;437,609;60,002;34.940,630;30.048,944;50.777,575;44.684,266;51.793,125;54.332,001;54.839,778;43.668,714
21.10.2022 20:00;21.10.2022 21:00;31,800;434,646;55,868;31.607,723;34.452,417;47.631,714;44.773,811;44.297,495;38.105,372;41.915,910;40.486,959
21.10.2022 21:00;21.10.2022 22:00;32,250;437,609;58,544;28.180,396;27.334,983;37.992,070;33.053,101;37.232,229;31.913,339;37.992,070;37.992,069
21.10.2022 22:00;21.10.2022 23:00;33,200;439,538;56,119;22.945,883;20.192,378;32.241,472;31.274,227;34.175,960;28.050,082;32.241,471;28.694,911
21.10.2022 23:00;22.10.2022 00:00;30,050;435,409;55,082;22.044,971;24.249,468;28.652,848;23.495,337;28.079,792;29.225,905;23.495,336;28.366,320
22.10.2022 00:00;22.10.2022 01:00;33,550;439,723;58,958;20.710,592;19.260,850;26.214,772;27.787,658;28.836,248;28.574,101;24.904,034;27.525,510
22.10.2022 01:00;22.10.2022 02:00;34,100;436,727;58,814;18.282,173;15.357,027;26.229,436;24.655,669;24.655,671;27.016,319;27.803,202;24.917,964
22.10.2022 02:00;22.10.2022 03:00;75,650;481,055;101,044;18.891,961;20.592,237;26.479,789;21.448,629;28.333,374;25.950,194;28.598,171;25.155,801
22.10.2022 03:00;22.10.2022 04:00;182,850;588,693;210,365;21.290,339;22.141,952;29.747,607;23.798,088;31.234,988;30.937,510;28.557,702;32.424,889
22.10.2022 04:00;22.10.2022 05:00;198,850;600,600;225,129;24.306,730;24.792,865;41.348,587;40.521,617;43.829,501;35.146,300;36.800,245;33.078,873
22.10.2022 05:00;22.10.2022 06:00;185,000;591,001;208,353;30.113,837;31.318,389;54.948,093;59.893,416;52.750,166;48.354,323;57.695,494;55.497,574
22.10.2022 06:00;22.10.2022 07:00;176,250;582,138;202,259;38.377,257;36.458,394;60.361,071;49.496,080;48.892,469;59.153,847;52.514,133;63.982,734
22.10.2022 07:00;22.10.2022 08:00;163,950;567,568;186,804;39.233,462;38.841,126;61.207,618;57.535,160;56.311,011;50.190,251;56.923,083;62.431,771
22.10.2022 08:00;22.10.2022 09:00;172,300;577,693;197,114;37.617,972;33.103,816;55.347,581;47.045,444;59.775,385;60.328,861;45.385,019;57.561,485
22.10.2022 09:00;22.10.2022 10:00;164,050;568,325;189,503;35.636,968;32.073,271;49.945,331;43.452,440;46.449,159;47.947,518;50.944,238;54.939,863
22.10.2022 10:00;22.10.2022 11:00;156,950;562,175;183,523;31.875,242;26.775,205;47.619,198;49.047,774;47.619,197;43.809,661;50.000,157;45.238,238
22.10.2022 11:00;22.10.2022 12:00;143,850;548,033;171,075;29.186,456;30.353,913;41.999,858;44.519,847;38.219,869;34.439,886;41.999,856;40.739,863
22.10.2022 12:00;22.10.2022 13:00;125,850;530,491;151,621;26.384,297;22.690,497;41.802,079;35.949,789;34.277,707;44.310,201;35.531,768;43.474,161
22.10.2022 13:00;22.10.2022 14:00;103,600;508,689;128,915;25.971,215;28.048,912;42.689,758;37.566,987;42.689,758;35.005,602;37.140,092;39.701,476
22.10.2022 14:00;22.10.2022 15:00;92,650;497,094;120,290;27.022,338;26.211,668;43.395,395;37.753,995;45.131,211;38.621,902;47.300,980;43.395,394
22.10.2022 15:00;22.10.2022 16:00;90,600;493,743;113,547;25.984,091;28.062,818;47.324,857;44.485,367;49.217,852;43.065,621;47.324,856;42.592,374
22.10.2022 16:00;22.10.2022 17:00;58,350;463,550;85,303;29.512,632;30.988,262;51.447,091;53.504,972;54.533,916;48.874,736;46.816,854;54.019,445
22.10.2022 17:00;22.10.2022 18:00;40,350;447,709;62,141;35.491,407;30.877,525;57.157,989;48.012,713;58.301,148;51.442,192;54.871,667;56.014,830
22.10.2022 18:00;22.10.2022 19:00;34,200;439,416;60,933;36.185,241;35.099,684;57.337,170;55.617,054;56.763,796;57.910,541;45.869,739;59.057,283
22.10.2022 19:00;22.10.2022 20:00;34,950;437,609;60,002;35.155,576;35.507,130;58.597,156;55.081,325;49.807,582;57.425,213;57.425,211;52.151,469
22.10.2022 20:00;22.10.2022 21:00;31,800;434,646;55,868;31.381,690;26.674,436;51.414,899;41.131,922;41.131,923;50.386,602;41.131,921;45.245,113
22.10.2022 21:00;22.10.2022 22:00;32,250;437,609;58,544;26.955,457;21.564,367;43.577,792;43.577,793;46.192,458;46.628,236;39.655,790;43.577,792
22.10.2022 22:00;22.10.2022 23:00;33,200;439,538;56,119;22.998,814;24.838,719;36.190,605;38.723,945;32.209,638;32.933,452;28.952,487;36.914,417
22.10.2022 23:00;23.10.2022 00:00;30,050;435,409;55,082;19.617,625;21.187,035;33.704,604;28.311,868;29.660,052;34.715,743;37.075,064;32.019,375
23.10.2022 00:00;23.10.2022 01:00;33,550;439,723;58,958;20.001,022;19.000,971;31.325,898;26.313,754;29.446,345;32.892,192;32.578,932;31.639,156
23.10.2022 01:00;23.10.2022 02:00;34,100;436,727;58,814;18.035,039;16.952,937;30.446,089;26.183,639;30.750,548;29.228,244;25.270,255;25.574,716
23.10.2022 02:00;23.10.2022 03:00;75,650;481,055;101,044;17.961,007;15.626,076;33.712,831;37.084,112;28.655,909;29.667,292;32.701,445;35.061,343
23.10.2022 03:00;23.10.2022 04:00;182,850;588,693;210,365;19.791,801;17.614,703;35.213,877;31.692,488;38.030,986;32.748,907;29.227,520;30.283,936
23.10.2022 04:00;23.10.2022 05:00;198,850;600,600;225,129;25.369,655;24.862,263;48.193,226;40.964,243;48.193,225;51.566,750;47.229,358;46.747,430
23.10.2022 05:00;23.10.2022 06:00;185,000;591,001;208,353;31.161,382;33.654,293;62.234,783;56.011,307;59.123,043;59.745,389;51.032,526;64.724,170
23.10.2022 06:00;23.10.2022 07:00;176,250;582,138;202,259;35.392,340;38.223,725;69.232,133;70.616,777;65.770,525;58.154,994;73.386,057;56.770,352
23.10.2022 07:00;23.10.2022 08:00;163,950;567,568;186,804;39.277,810;34.564,473;66.411,732;71.060,554;55.121,738;61.762,910;55.121,737;63.091,147
23.10.2022 08:00;23.10.2022 09:00;172,300;577,693;197,114;36.965,983;35.117,683;60.636,815;65.487,759;50.934,925;52.147,663;48.509,456;63.668,652
23.10.2022 09:00;23.10.2022 10:00;164,050;568,325;189,503;36.932,364;29.915,216;55.811,449;56.927,679;48.555,962;57.485,790;58.602,021;44.649,163
23.10.2022 10:00;23.10.2022 11:00;156,950;562,175;183,523;35.075,821;30.866,723;53.410,211;57.148,924;49.671,499;45.398,681;52.876,108;55.012,516
23.10.2022 11:00;23.10.2022 12:00;143,850;548,033;171,075;34.056,528;29.288,616;53.654,840;51.508,647;57.947,226;49.899,001;47.752,809;47.752,809
23.10.2022 12:00;23.10.2022 13:00;125,850;530,491;151,621;31.443,206;34.273,093;48.385,993;49.837,570;48.385,990;43.063,536;48.869,851;46.934,411
23.10.2022 13:00;23.10.2022 14:00;103,600;508,689;128,915;28.826,665;28.250,131;46.002,995;37.262,427;37.722,457;48.763,174;39.102,546;36.802,399
23.10.2022 14:00;23.10.2022 15:00;92,650;497,094;120,290;29.026,232;28.735,970;45.739,410;40.250,682;41.622,862;45.282,015;42.080,256;48.026,378
23.10.2022 15:00;23.10.2022 16:00;90,600;493,743;113,547;31.481,477;31.166,662;47.362,411;47.836,034;40.731,674;43.573,418;39.784,426;41.205,296
23.10.2022 16:00;23.10.2022 17:00;58,350;463,550;85,303;39.551,770;39.947,288;52.555,080;52.029,529;48.876,223;49.401,776;46.774,020;42.569,616
23.10.2022 17:00;23.10.2022 18:00;40,350;447,709;62,141;49.022,245;49.512,466;56.587,543;55.455,792;47.533,536;58.285,169;46.967,660;50.928,788
23.10.2022 18:00;23.10.2022 19:00;34,200;439,416;60,933;42.142,558;39.614,004;57.807,117;57.807,116;47.401,837;60.119,401;46.245,697;48.557,979
23.10.2022 19:00;23.10.2022 20:00;34,950;437,609;60,002;40.460,904;35.605,597;58.926,191;55.390,621;50.087,265;55.979,880;58.926,189;49.498,001
23.10.2022 20:00;23.10.2022 21:00;31,800;434,646;55,868;36.805,399;39.749,830;51.813,317;54.403,981;53.885,850;44.559,452;44.559,452;44.041,321
23.10.2022 21:00;23.10.2022 22:00;32,250;437,609;58,544;33.545,808;32.874,892;41.319,255;39.253,292;45.451,180;33.881,790;34.708,177;41.732,446
23.10.2022 22:00;23.10.2022 23:00;33,200;439,538;56,119;26.760,897;25.690,462;36.847,243;34.267,936;38.689,606;33.530,991;39.426,550;31.320,158
23.10.2022 23:00;24.10.2022 00:00;30,050;435,409;55,082;22.474,862;24.048,103;32.058,358;28.852,523;34.623,026;26.608,438;31.417,190;30.776,023
24.10.2022 00:00;24.10.2022 01:00;33,550;439,723;58,958;20.734,197;21.770,907;30.651,735;30.651,734;30.958,251;30.038,700;28.812,631;27.893,079
24.10.2022 01:00;24.10.2022 02:00;34,100;436,727;58,814;20.291,789;20.291,788;31.097,362;28.609,573;27.676,652;29.231,521;30.786,388;30.786,388
24.10.2022 02:00;24.10.2022 03:00;75,650;481,055;101,044;22.127,947;18.808,755;30.823,048;27.740,744;28.357,205;31.747,739;27.740,745;30.206,586
24.10.2022 03:00;24.10.2022 04:00;182,850;588,693;210,365;24.651,502;21.446,809;34.165,256;32.456,995;34.506,910;33.140,297;37.240,126;30.065,426
24.10.2022 04:00;24.10.2022 05:00;198,850;600,600;225,129;33.743,235;36.442,691;44.173,637;46.824,054;47.265,787;36.222,386;35.780,646;41.523,220
24.10.2022 05:00;24.10.2022 06:00;185,000;591,001;208,353;48.305,881;42.026,117;58.576,776;58.576,773;47.447,192;59.748,308;47.447,194;59.162,541
24.10.2022 06:00;24.10.2022 07:00;176,250;582,138;202,259;50.212,851;45.693,695;69.971,031;62.274,216;69.271,320;58.775,670;76.268,418;62.274,218
24.10.2022 07:00;24.10.2022 08:00;163,950;567,568;186,804;49.150,283;45.709,763;66.191,421;54.938,882;62.219,934;71.486,732;52.953,141;60.896,110
24.10.2022 08:00;24.10.2022 09:00;172,300;577,693;197,114;45.118,534;41.509,052;57.366,853;57.366,854;47.614,490;52.203,838;58.514,188;61.382,532
24.10.2022 09:00;24.10.2022 10:00;164,050;568,325;189,503;42.978,736;39.970,225;53.987,094;55.606,706;51.827,609;54.526,966;46.428,903;53.987,091
24.10.2022 10:00;24.10.2022 11:00;156,950;562,175;183,523;42.611,075;40.480,523;49.025,822;50.496,595;44.123,242;53.928,402;50.986,852;41.181,693
24.10.2022 11:00;24.10.2022 12:00;143,850;548,033;171,075;42.044,206;45.828,181;45.903,926;40.854,495;47.740,082;40.854,495;37.182,180;49.117,198
24.10.2022 12:00;24.10.2022 13:00;125,850;530,491;151,621;43.406,480;35.159,251;42.583,894;40.028,860;41.732,215;42.583,894;36.622,149;37.473,827
24.10.2022 13:00;24.10.2022 14:00;103,600;508,689;128,915;40.470,203;37.637,290;40.646,524;38.614,199;35.362,476;42.678,850;35.362,477;38.614,199
24.10.2022 14:00;24.10.2022 15:00;92,650;497,094;120,290;40.009,913;41.210,210;43.638,236;44.074,617;38.838,031;42.765,472;41.892,707;44.510,998
24.10.2022 15:00;24.10.2022 16:00;90,600;493,743;113,547;43.160,779;41.865,957;42.259,868;38.456,482;42.682,464;44.372,861;41.837,267;35.498,291
